YEAR,DATE,COUNTY_NAME,COMTRS,SITE_NAME,PRODUCT_NAME,POUNDS_PRODUCT_APPLIED,CHEMICAL_NAME,POUNDS_CHEMICAL_APPLIED,AMOUNT_TREATED,UNIT_TREATED,AERIAL_GROUND_INDICATOR
2016,19-APR-16,SANTA BARBARA,42S08N31W23,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,20.4293,AZOXYSTROBIN,4.6783097,24,A,G
2016,26-APR-16,SANTA BARBARA,42S06N32W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,20.5712,AZOXYSTROBIN,4.7108048,20,A,G
2016,27-APR-16,SANTA BARBARA,42S06N32W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,15.4284,AZOXYSTROBIN,3.5331036,15,A,G
2016,26-APR-16,SANTA BARBARA,42S09N34W36,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,44.0365,AZOXYSTROBIN,10.0843585,43.09,A,G
2016,20-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,340.5795,AZOXYSTROBIN,77.9927055,480.13,A,G
2016,09-JUN-16,SANTA BARBARA,42S07N31W25,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,7.3773,AZOXYSTROBIN,1.6894017,8,A,G
2016,03-MAY-16,SANTA BARBARA,42S06N33W11,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,26.7284,AZOXYSTROBIN,6.1208036,25.12,A,G
2016,10-MAY-16,SANTA BARBARA,42S06N33W18,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,98.8127,AZOXYSTROBIN,22.6281083,92.91,A,G
2016,11-MAY-16,SANTA BARBARA,42S06N34W11,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,6.2458,AZOXYSTROBIN,1.4302882,5.87,A,G
2016,05-MAY-16,SANTA BARBARA,42S07N34W11,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,47.711,AZOXYSTROBIN,10.925819,44.84,A,G
2016,24-MAY-16,SANTA BARBARA,42S06N32W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,7.3773,AZOXYSTROBIN,1.6894017,8,A,G
2016,20-MAY-16,SANTA BARBARA,42S06N33W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,104.1257,AZOXYSTROBIN,23.8447853,97.86,A,G
2016,02-MAY-16,SANTA BARBARA,42S07N33W21,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,22.4297,AZOXYSTROBIN,5.1364013,21.08,A,G
2016,21-JUN-16,SANTA BARBARA,42S08N33W23,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,33.4133,AZOXYSTROBIN,7.6516457,47.22,A,G
2016,21-JUN-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,54.6598,AZOXYSTROBIN,12.5170942,77.1,A,G
2016,17-JUN-16,SANTA BARBARA,42S08N32W35,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,80.8093,AZOXYSTROBIN,18.5053297,113.98,A,G
2016,18-APR-16,SANTA BARBARA,42S08N32W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,56.3934,AZOXYSTROBIN,12.9140886,53,A,G
2016,15-APR-16,SANTA BARBARA,42S09N32W15,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,76.9427,AZOXYSTROBIN,17.6198783,69.98,A,G
2016,15-APR-16,SANTA BARBARA,42S09N32W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,64.3644,AZOXYSTROBIN,14.7394476,58.54,A,G
2016,15-APR-16,SANTA BARBARA,42S09N32W05,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,53.7433,AZOXYSTROBIN,12.3072157,48.88,A,G
2016,15-APR-16,SANTA BARBARA,42S09N32W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,11.1375,AZOXYSTROBIN,2.5504875,10.13,A,G
2016,19-APR-16,SANTA BARBARA,42S09N32W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,275.9292,AZOXYSTROBIN,63.1877868,250.96,A,G
2016,19-APR-16,SANTA BARBARA,42S09N32W09,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,32.7536,AZOXYSTROBIN,7.5005744,29.79,A,G
2016,19-APR-16,SANTA BARBARA,42S09N33W01,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,175.7653,AZOXYSTROBIN,40.2502537,159.86,A,G
2016,19-APR-16,SANTA BARBARA,42S09N32W05,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,200.1187,AZOXYSTROBIN,45.8271823,182.01,A,G
2016,19-APR-16,SANTA BARBARA,42S09N32W15,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,218.1504,AZOXYSTROBIN,49.9564416,198.41,A,G
2016,30-MAR-16,SANTA BARBARA,42S09N33W03,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,37.241,AZOXYSTROBIN,8.528189,35,A,G
2016,30-MAR-16,SANTA BARBARA,42S09N32W14,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,237.7746,AZOXYSTROBIN,54.4503834,223.5,A,G
2016,30-MAR-16,SANTA BARBARA,42S09N33W14,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,85.1222,AZOXYSTROBIN,19.4929838,80,A,G
2016,31-MAR-16,SANTA BARBARA,42S09N33W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,61.7136,AZOXYSTROBIN,14.1324144,58,A,G
2016,31-MAR-16,SANTA BARBARA,42S09N33W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,95.7625,AZOXYSTROBIN,21.9296125,90,A,G
2016,25-APR-16,SANTA BARBARA,42S08N34W23,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,32.6869,AZOXYSTROBIN,7.4853001,32,A,G
2016,09-MAY-16,SANTA BARBARA,42S09N33W23,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,48.9453,AZOXYSTROBIN,11.2084737,46,A,G
2016,20-APR-16,SANTA BARBARA,42S09N32W16,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,125.1367,AZOXYSTROBIN,28.6563043,137.82,A,G
2016,06-APR-16,SANTA BARBARA,42S10N33W01,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,48.3948,AZOXYSTROBIN,11.0824092,45.5,A,G
2016,08-APR-16,SANTA BARBARA,42S10N33W01,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,101.6926,AZOXYSTROBIN,23.2876054,95.6,A,G
2016,27-APR-16,SANTA BARBARA,42S08N34W11,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,5.2662,AZOXYSTROBIN,1.2059598,5.14,A,G
2016,27-APR-16,SANTA BARBARA,42S09N34W36,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,70.9125,AZOXYSTROBIN,16.2389625,69.45,A,G
2016,27-APR-16,SANTA BARBARA,42S08N34W14,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,112.1343,AZOXYSTROBIN,25.6787547,109.78,A,G
2016,28-APR-16,SANTA BARBARA,42S08N34W14,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,143.8224,AZOXYSTROBIN,32.9353296,140.82,A,G
2016,15-APR-16,SANTA BARBARA,42S06N33W14,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,103.8902,AZOXYSTROBIN,23.7908558,114.42,A,G
2016,14-APR-16,SANTA BARBARA,42S06N34W15,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,106.1963,AZOXYSTROBIN,24.3189527,116.96,A,G
2016,21-APR-16,SANTA BARBARA,42S08N33W23,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,55.5678,AZOXYSTROBIN,12.7250262,78.28,A,G
2016,21-APR-16,SANTA BARBARA,42S08N32W35,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,60.4708,AZOXYSTROBIN,13.8478132,85.24,A,G
2016,30-APR-16,SANTA BARBARA,42S09N34W34,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,11.8944,AZOXYSTROBIN,2.7238176,11.68,A,G
2016,30-APR-16,SANTA BARBARA,42S09N34W36,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,69.5505,AZOXYSTROBIN,15.9270645,68.11,A,G
2016,30-APR-16,SANTA BARBARA,42S09N34W34,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,14.3459,AZOXYSTROBIN,3.2852111,14,A,G
2016,29-APR-16,SANTA BARBARA,42S08N34W13,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,94.6105,AZOXYSTROBIN,21.6658045,92.64,A,G
2016,29-APR-16,SANTA BARBARA,42S09N34W36,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,6.0834,AZOXYSTROBIN,1.3930986,5.96,A,G
2016,29-APR-16,SANTA BARBARA,42S08N34W11,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,129.6581,AZOXYSTROBIN,29.6917049,126.91,A,G
2016,13-APR-16,SANTA BARBARA,42S06N31W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,12.8024,AZOXYSTROBIN,2.9317496,12,A,G
2016,17-MAY-16,SANTA BARBARA,42S06N32W07,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,7.3773,AZOXYSTROBIN,1.6894017,8,A,G
2016,14-MAY-16,SANTA BARBARA,42S06N32W07,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,27.0972,AZOXYSTROBIN,6.2052588,30,A,G
2016,16-MAY-16,SANTA BARBARA,42S06N32W07,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,27.6647,AZOXYSTROBIN,6.3352163,30,A,G
2016,28-APR-16,SANTA BARBARA,42S08N34W13,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,9.3521,AZOXYSTROBIN,2.1416309,9.17,A,G
2016,12-APR-16,SANTA BARBARA,42S08N31W07,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,4.2561,AZOXYSTROBIN,.9746469,4,A,G
2016,25-MAY-16,SANTA BARBARA,42S07N31W25,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,7.3773,AZOXYSTROBIN,1.6894017,8,A,G
2016,13-APR-16,SANTA BARBARA,42S09N32W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,16.3498,AZOXYSTROBIN,3.7441042,14.87,A,G
2016,13-APR-16,SANTA BARBARA,42S09N32W09,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,39.2406,AZOXYSTROBIN,8.9860974,35.69,A,G
2016,18-APR-16,SANTA BARBARA,42S08N32W01,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,17.5139,AZOXYSTROBIN,4.0106831,42.11,A,G
2016,10-MAR-16,SANTA BARBARA,42S09N32W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,16.3498,AZOXYSTROBIN,3.7441042,14.87,A,G
2016,06-APR-16,SANTA BARBARA,42S09N32W08,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,3.1921,AZOXYSTROBIN,.7309909,3,A,G
2016,05-APR-16,SANTA BARBARA,42S10N33W34,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,34.5937,AZOXYSTROBIN,7.9219573,32.5,A,G
2016,06-APR-16,SANTA BARBARA,42S09N33W01,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,14.3644,AZOXYSTROBIN,3.2894476,13.5,A,G
2016,24-MAY-16,SANTA BARBARA,42S06N32W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,19.8618,AZOXYSTROBIN,4.5483522,20,A,G
2016,25-MAY-16,SANTA BARBARA,42S06N32W17,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,14.8964,AZOXYSTROBIN,3.4112756,15,A,G
2016,05-MAY-16,SANTA BARBARA,42S08N32W34,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,308.7098,AZOXYSTROBIN,70.6945442,300,A,G
2016,04-APR-16,SANTA BARBARA,42S08N31W24,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,56.1806,AZOXYSTROBIN,12.8653574,66,A,G
2016,05-MAY-16,SANTA BARBARA,42S07N30W29,"GRAPES, WINE",ABOUND FLOWABLE FUNGICIDE,14.5275,AZOXYSTROBIN,3.3267975,16,A,G
2016,09-JUN-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,29-APR-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,09-JUN-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,27-APR-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,06-AUG-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,2.1596,N/A,N/A,4,A,G
2016,06-AUG-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,2.1596,N/A,N/A,4,A,G
2016,09-JUN-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,29-APR-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,09-JUN-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,27-APR-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,09-JUN-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,27-APR-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,29-APR-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,09-JUN-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,06-AUG-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,2.1596,N/A,N/A,4,A,G
2016,09-JUN-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,27-APR-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,06-AUG-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,2.1596,N/A,N/A,4,A,G
2016,29-APR-16,SANTA BARBARA,42S05N28W05,"GRAPES, WINE",ACIDIPHACTANT,5.874,N/A,N/A,22,A,G
2016,09-JUN-16,SANTA BARBARA,42S08N33W19,"GRAPES, WINE",ACIDIPHACTANT,15.2896,N/A,N/A,57,A,G
2016,09-JUL-16,SANTA BARBARA,42S06N30W06,"GRAPES, WINE",ACTARA,0.5625,THIAMETHOXAM,.140625,3,A,G
2016,29-JUN-16,SANTA BARBARA,42S06N31W14,"GRAPES, WINE",ACTARA,1.6875,THIAMETHOXAM,.421875,9,A,G
2016,24-JUN-16,SANTA BARBARA,42S08N32W34,"GRAPES, WINE",ACTARA,9.1875,THIAMETHOXAM,2.296875,42,A,G
2016,21-JUN-16,SANTA BARBARA,42S08N32W28,"GRAPES, WINE",ACTARA,5.0625,THIAMETHOXAM,1.265625,23,A,G
2016,15-JUL-16,SANTA BARBARA,42S06N31W14,"GRAPES, WINE",ACTARA,7.3125,THIAMETHOXAM,1.828125,39,A,G
2016,19-JUN-16,SANTA BARBARA,42S06N33W10,"GRAPES, WINE",ACTINOVATE AG,11.875,STREPTOMYCES LYDICUS WYEC 108,.004405625,15.82,A,G
2016,22-JUN-16,SANTA BARBARA,42S09N33W17,"GRAPES, WINE",ACTINOVATE AG,0.84,STREPTOMYCES LYDICUS WYEC 108,.00031164,1.5,A,G
2016,23-MAY-16,SANTA BARBARA,42S09N33W17,"GRAPES, WINE",ACTINOVATE AG,0.84,STREPTOMYCES LYDICUS WYEC 108,.00031164,1.5,A,G
2016,25-MAY-16,SANTA BARBARA,42S09N33W17,"GRAPES, WINE",ACTINOVATE AG,7.99,STREPTOMYCES LYDICUS WYEC 108,.00296429,14.21,A,G
2016,23-JUN-16,SANTA BARBARA,42S09N33W17,"GRAPES, WINE",ACTINOVATE AG,7.99,STREPTOMYCES LYDICUS WYEC 108,.00296429,14.21,A,G
2016,21-JUL-16,SANTA BARBARA,42S09N33W17,"GRAPES, WINE",ACTINOVATE AG,10.6,STREPTOMYCES LYDICUS WYEC 108,.0039326,18.85,A,G
2016,04-APR-16,SANTA BARBARA,42S07N33W20,"GRAPES, WINE",ACTIVATOR 90,1.4675,N/A,N/A,7.5,A,G
2016,04-APR-16,SANTA BARBARA,42S07N33W20,"GRAPES, WINE",ACTIVATOR 90,1.4675,N/A,N/A,7.5,A,G
2016,04-APR-16,SANTA BARBARA,42S07N33W20,"GRAPES, WINE",ACTIVATOR 90,1.4675,N/A,N/A,7.5,A,G
2016,04-APR-16,SANTA BARBARA,42S07N33W20,"GRAPES, WINE",ACTIVATOR 90,1.4675,N/A,N/A,7.5,A,G
2016,04-APR-16,SANTA BARBARA,42S07N33W20,"GRAPES, WINE",ACTIVATOR 90,1.4675,N/A,N/A,7.5,A,G
2016,05-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,12.4976,N/A,N/A,25,A,G
2016,31-MAR-16,SANTA BARBARA,42S08N32W08,"GRAPES, WINE",AD WET 90 CA,37.6428,N/A,N/A,75.3,A,G
2016,31-MAR-16,SANTA BARBARA,42S08N33W10,"GRAPES, WINE",AD WET 90 CA,198.7919,N/A,N/A,397.66,A,G
2016,28-APR-16,SANTA BARBARA,42S08N32W08,"GRAPES, WINE",AD WET 90 CA,37.6428,N/A,N/A,75.3,A,G
2016,31-MAR-16,SANTA BARBARA,42S08N33W03,"GRAPES, WINE",AD WET 90 CA,15.497,N/A,N/A,31,A,G
2016,30-MAR-16,SANTA BARBARA,42S08N33W03,"GRAPES, WINE",AD WET 90 CA,8.4984,N/A,N/A,17,A,G
2016,07-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,9.4982,N/A,N/A,19,A,G
2016,07-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,3.4993,N/A,N/A,7,A,G
2016,07-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,12.4976,N/A,N/A,25,A,G
2016,04-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,18.9964,N/A,N/A,38,A,G
2016,04-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,20.4961,N/A,N/A,41,A,G
2016,04-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,12.9975,N/A,N/A,26,A,G
2016,02-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,8.9983,N/A,N/A,18,A,G
2016,02-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,9.4982,N/A,N/A,19,A,G
2016,01-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,11.4978,N/A,N/A,23,A,G
2016,01-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,12.4976,N/A,N/A,25,A,G
2016,02-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,11.9977,N/A,N/A,24,A,G
2016,06-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,10.9979,N/A,N/A,22,A,G
2016,06-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,11.4978,N/A,N/A,23,A,G
2016,06-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,5.9988,N/A,N/A,12,A,G
2016,01-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,5.4989,N/A,N/A,11,A,G
2016,05-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,12.4976,N/A,N/A,25,A,G
2016,05-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,11.4978,N/A,N/A,23,A,G
2016,06-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,0.6999,N/A,N/A,1.4,A,G
2016,06-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,17.9965,N/A,N/A,36,A,G
2016,01-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,9.4982,N/A,N/A,19,A,G
2016,08-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,10.9979,N/A,N/A,22,A,G
2016,08-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,4.3992000000000004,N/A,N/A,8.8,A,G
2016,01-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,8.4984,N/A,N/A,17,A,G
2016,12-APR-16,SANTA BARBARA,42S08N33W10,"GRAPES, WINE",AD WET 90 CA,200.2216,N/A,N/A,400.52,A,G
2016,30-MAR-16,SANTA BARBARA,42S08N33W03,"GRAPES, WINE",AD WET 90 CA,3.9992,N/A,N/A,8,A,G
2016,30-MAR-16,SANTA BARBARA,42S08N33W03,"GRAPES, WINE",AD WET 90 CA,7.4986,N/A,N/A,15,A,G
2016,30-MAR-16,SANTA BARBARA,42S08N33W03,"GRAPES, WINE",AD WET 90 CA,2.9994,N/A,N/A,6,A,G
2016,02-MAR-16,SANTA BARBARA,42S08N33W10,"GRAPES, WINE",AD WET 90 CA,200.2216,N/A,N/A,400.52,A,G
2016,31-MAR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,6.9987,N/A,N/A,14,A,G
2016,31-MAR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,13.4974,N/A,N/A,27,A,G
2016,01-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,8.4984,N/A,N/A,17,A,G
2016,01-APR-16,SANTA BARBARA,42S08N33W24,"GRAPES, WINE",AD WET 90 CA,11.9977,N/A,N/A,24,A,G
2016,05-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,1.9996,N/A,N/A,4,A,G
2016,05-APR-16,SANTA BARBARA,42S08N33W21,"GRAPES, WINE",AD WET 90 CA,11.9977,N/A,N/A,24,A,G
2016,04-AUG-16,SANTA BARBARA,42S08N32W08,"GRAPES, WINE",AD WET 90 CA,30.3942,N/A,N/A,30.4,A,G
